PK;NAME;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORT;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
4824028;Mercado municipal de Ibiza;"El mercado de Ibiza, inaugurado en 1954, cuenta desde 2010 con unas instalaciones totalmente renovadas, que ha permitido la remodelación integral de sus instalaciones y servicios. Ubicado a pocos metros del parque del Retiro, con acceso por el bulevar de la calle Ibiza y por la calle Lope de Rueda, se encuentra el mercado de Ibiza, un moderno equipamiento en el que se agrupan más de 30 locales comerciales distribuidos en dos plantas comerciales intercomunicadas; en la superior se ubican los puestos de mercado tradicional, todos ellos con el más moderno equipamiento, y en la inferior, un supermercado de Ahorramás, que complementa a la perfección la oferta alimentaria y de productos de gran consumo.";Invierno : de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.   Verano  (mayo a octubre, ambos inclusive): de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.   Supermercado Ahorramas:  de lunes a sábado de 9 a 21 horas.;;Metro: Ibiza (línea 9).  Bus: 15, 20, 26, 61, 63, 152, 202, 215, C.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c5f5f962d888110VgnVCM2000000c205a0aRCRD;IBIZA;CALLE;V;8;;;;;MADRID;MADRID;28009;IBIZA;RETIRO;442642;4474600;4.041.817.157.699.020;-3.677.392.762.224.420;"914 091 800";;mcdoibizaenmadrid@yahoo.es;/contenido/entidadesYorganismos/Comercios/Mercados; 
12431;Mercado municipal de Jesús del Gran Poder;Mercado construido en 1963 en el barrio de Almendrales (distrito de Usera), muy cercano al área comercial de Marcelo Usera. Dispone de medios de transporte públicos próximos (metro y autobuses). Integra una oferta comercial variada y completa, que busca satisfacer a todos los gustos y paladares, pues cuenta con una amplia representación de puestos de alimentación en fresco, entre los que destacan, entre otros, sus excelentes carnicerías, charcuterías, pescaderías, fruterías y pollerías, que ponen a disposición de sus clientes su gran selección de productos a lo largo de todo el año. La panadería, el herbolario, la tienda de variantes o el supermercado DIA complementan las posibilidades de compra..;Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14:30 horas.  Verano: de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14:30 horas.  Supermercado DIA: de lunes a sábado de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 y de 17  a 20 horas.;;Metro: Usera (línea 6), Almendrales (línea 3)  Bus: 6, 18, 22, 23, 47, 59, 76, 78, 79, 85, 86, 247;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2427e1635561c010VgnVCM1000000b205a0aRCRD;JESUS DEL GRAN PODER;CALLE;V;42;;;;;MADRID;MADRID;28026;ALMENDRALES;USERA;440603;4471089;4.038.639.943.136.540;-37.010.971.746.900.300;915 001 202;;;/contenido/entidadesYorganismos/Comercios/Mercados; 
12425;Mercado municipal de La Guindalera;Es un mercado de carácter muy tradicional, construido a mediados de la década de los 40 del siglo pasado, con disposición en una planta, y situado en pleno barrio de La Guindalera (distrito de Salamanca) en la misma plaza de San Cayetano, que también ejerce de aparcamiento subterráneo que da servicio al mercado. El mercado tiene una oferta muy variada y de gran calidad en alimentación en fresco (fruterías, carnicerías, pescaderías, charcuterías, pollería y panadería), complementada con establecimientos de ultramarinos y variantes. También nos podemos tomar un tiempo de descanso en su bar y hacer otras compras necesarias sin realizar incómodos desplazamientos, en su tienda de moda, en su relojería, o en su herbolario. Desde el año 2007 al 2011 se han acometido en el mercado diversas actuaciones dirigidas a la mejora de sus instalaciones;Invierno : de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábado de 9 a 14 horas.   Verano  (de junio a octubre, ambos inclusive): de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábado de 9 a 14 horas.;;Metro: Diego de León (lineas 4, 5, 6). Salida calle Eraso.  Bus: 1, 12, 26, 43, 56, 72, 73, 74, 48, C1, C2.;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=31b6e1635561c010VgnVCM1000000b205a0aRCRD;ERASO;CALLE;V;14;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443083;4476157;4.043.410.047.219.340;-3.671.056.299.540.890;917 257 443;;mercadodelaguindalera@hotmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12451;Mercado municipal de Las Ventas;El actual mercado de Las Ventas, construido en 1995 para sustituir al antiguo Mercado de Canillas en el curso de la operación de remodelación urbanística del Puente de Ventas, está situado frente a la Plaza de Toros de las Ventas. Este mercado es todo un referente en la actividad comercial, económica y social del distrito de Ciudad Lineal y sus colindantes, a los que extiende su ámbito de influencia, tanto por la variedad de su oferta como por la gran selección de sus productos. El mercado tiene una reconocida fama por la excelente relación calidad-precio que ofrece al comprador, además de profesionalidad en el trato cotidiano con el cliente. Destaca de forma especial la extensa gama que presenta en los productos frescos de gran demanda, principalmente frutas, verduras, pescado y carnes. El mercado cuenta con parking, cajeros automáticos y una accesibilidad total a sus instalaciones. Cuenta con espacio disponible para la implantación de nuevas actividades.;El horario del Mercadp es:    Lunes a Viernes de 09:00 a 14:00h y de 17:00 a 20:00h (de 17:30 a 20:30h  del 1 de Junio al 15 de septiembre, ambos inclusive)  Sábados de 09:00 a 15:00h    El horario del Parking es:    Lunes a Viernes de 07:00 a 23:30h  Sábados de 09:00 a 22:00h  Domingos de 09:00 a 15:30h;;Metro: Carmen (línea 5) y Ventas (Linea 2)  Bus: 21, 38, 48, 106, 110, 146, 210.;Otras entradas por las calles: Ventas con vuelta a la calle Siena , Virgen del coro.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a7b72081661c010VgnVCM1000000b205a0aRCRD;VIRGEN DE LA ALEGRIA;CALLE;V;10;;;;;MADRID;MADRID;28027;CONCEPCION;CIUDAD LINEAL;444282;4476082;4.043.351.496.197.300;-36.569.261.794.988.000;915 45 76 33;;info@mercadoventas.es;/contenido/entidadesYorganismos/Comercios/Mercados; 
12406;Mercado municipal de Los Mostenses;Situado, en la Plaza de los Mostenses, es uno de los mercados más veteranos de la ciudad de Madrid. Construido en el año 1946, su seña de identidad característica es la formidable mezcla de culturas, gastronomía y alimentos que representan los cinco continentes. Un paseo por sus pescaderías nos ofrece una lección de biología marina descubriendo especies que seguro vemos por vez primera. Entre sus 89 establecimientos también están presentes comercios destinados al equipamiento del hogar y diversos servicios comunes a todos los mercados, aunque sea el exotismo su rasgo característico.;Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.  Verano (del 15 de junio al 15 de septiembre): de lunes a jueves de 9 a 14 y de 17:30 a 20 horas. Viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.;;Metro: Noviciado (línea 2), Plaza de España (línea 3, 10).  Bus: 1, 2, 44, 46, 74, 75, 133, 138, 148, 202, C.;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=531c72081661c010VgnVCM1000000b205a0aRCRD;MOSTENSES;PLAZA;V;1;;;;;MADRID;MADRID;28015;UNIVERSIDAD;CENTRO;439862;4474976;40.423.243.776.104;-37.089.296.405.152.100;915 425 838;;gerencia@mercadolosmostenses.es;/contenido/entidadesYorganismos/Comercios/Mercados; 
12402;Mercado municipal de Maravillas;"Situado en el distrito de Tetuán, el mercado de Maravillas es una referencia por su dimensión y dinamismo. Desde su inauguración en 1942 es sin duda el mercado de mayores dimensiones de Madrid y uno de los más grandes de Europa. El mercado cuenta con alrededor de 210 locales comerciales que ofrecen una amplísima gama de productos; desde los más frescos, servidos directamente de los productores; a los elaborados de alta gama, con la mejor presentación y calidad.   Visitar el mercado supone entrar en un gran zoco que destaca por su animada actividad y dimensión. Destacan como elementos originales en su estructura, la cubierta en forma de dientes de sierra, que permite a través de grandes ventanales la entrada de luz cenital natural al mercado, y la fachada de la entrada principal diseñada por el arquitecto D. Pedro de Muguruza. El edificio del mercado Maravillas está catalogado, con un nivel de protección 3.   El mercado cuenta con numerosos servicios que facilitan la compra al consumidor: cuenta con dos parkings con capacidad para más de 350 vehículos, accesos por cuatro calles (Bravo Murillo, Hernani, Palencia y por la plaza Condesa de Gavia), ascensores, rampas de servicio, cajero automático, calefacción y aire acondicionado, así como un trato profesional y personalizado por parte de sus comerciantes. Destaca el cuidado por desarrollar proyectos ecosostenibles: parte de la energía eléctrica del mercado proviene de acumuladores de placas solares situados en su tejado.";Invierno:  de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábado de 9 a 15 horas.   Verano  (de junio a octubre, ambos inclusive): de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 15 horas.;;Metro: Cuatro Caminos (lineas 1, 2 y 6) , Alvarado (línea 1)  Bus: 3, 45, 64, 66, 124, 128, 149, C2, F;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b3e7e1635561c010VgnVCM1000000b205a0aRCRD;BRAVO MURILLO;CALLE;V;122;;;;;MADRID;MADRID;28020;CUATRO CAMINOS;TETUAN;440457;4478046;40.449.060.922.663.600;-37.034.696.566.148.400;915 334 030 ;;administracion@mercadomaravillas.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12436;Mercado municipal de Moratalaz;Construido en 1971 en la calle Cañada, perteneciente al distrito de Moratalaz.  Durante los años 2010 y 2011, se acometió una profunda reforma de las instalaciones y los equipamientos del mercado. En la actualidad acoge unos 60 locales comerciales, entre los que se incluye una mediana superficie de alimentación de LIDL, que reúnen una completa gama de productos y servicios de calidad. El centro cuenta con dos plantas y un amplio parking para clientes y ofrece una gran variedad en alimentos de consumo tradicional y en productos gastronómicos de selección.  Dispone de aparcamiento exterior.;Invierno:  de lunes a viernes de 9 a 14 y de 17 a 20 horas.  Sábados de 9 a 14 horas.     Verano:  de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas.  Sábados de 9 a 14 horas.     Supermercado LIDL  de lunes a sábado de 9 a 21 horas.;;Metro: Artilleros (línea 9)  Bus: 20, 30, 32, 71, 100;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=603872081661c010VgnVCM1000000b205a0aRCRD;CAÑADA;CALLE;V;17;;;;;MADRID;MADRID;28030;VINATEROS;MORATALAZ;445342;4473110;4.040.493.085.829.730;-3.645.440.746.968.980;914 394 479;;mdomoratalaz@gmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12435;Mercado municipal de Numancia;Remodelado totalmente en 2003, el mercado de Numancia, es referente de compra para los vecinos de Puente de Vallecas desde su inauguración en 1985, cuenta con dos plantas comerciales, comunicadas entre si mediante ascensores y aparcamiento que aseguran accesibilidad universal. En la planta inferior se ubican los puestos de mercado tradicional, con una marcada especialización en alimentación fresca. La planta superior está ocupada por un bazar, El Millón del Hogar. Además, el mercado cuenta con diversos locales de hostelería, comercio no alimentario y servicios diversos;Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.  Verano (mayo a septiembre, ambos inclusive): de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.;;Metro: Portazgo y Buenos Aires (línea 1).  Bus: 10, 54, 57, 58, 103, 136, 143.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b65872081661c010VgnVCM1000000b205a0aRCRD;JOSEFA DIAZ;CALLE;V;4;;;;;MADRID;MADRID;28038;NUMANCIA;PUENTE DE VALLECAS;444268;4471837;40.393.391.586.979.900;-36.579.853.920.414.500;914 777 143;;mercado.numancia@yahoo.es;/contenido/entidadesYorganismos/Comercios/Mercados; 
12394;Mercado municipal de Pacífico;En el distrito del Retiro, muy próximo a la avenida Ciudad de Barcelona, se encuentra, desde el año 1959 en que fue inaugurado, el Mercado de Pacífico. En el año 2014, se realizaron en este mercado importantes obras de mejora de las instalaciones Después de la ejecución de estas obras, el mercado de Pacífico ha incorporado un establecimiento en formato supermercado (Ahorramás) en la planta alta, mientras que en la planta baja se han concentrado todos los establecimientos en formato tradicional. Asimismo se han eliminado las barreras arquitectónicas que dificultaban los accesos al mercado, con la instalación de dos amplios ascensores para los clientes y se han mejorado y renovado todas las instalaciones en zonas comunes (sistema de protección contra incendios, nuevos aseos accesibles para visitantes, rehabilitación de cubierta, sistema de climatización, etc.).;Invierno: de lunes a viernes de 9 a 14:15 y de 17 a 20:15 horas. Sábado de 9 a 14:15 horas.  Verano: de lunes a viernes de 9 a 14:15 y de 17:30 a 20:30 horas. Sábados de 9 a 14:15 horas.;;Metro: Pacífico (linea 1, 6), Menéndez Pelayo (línea 1)  Bus: 10, 24, 32, 37, 54, 56, 57, 63, 141, 152 y 156.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a9c872081661c010VgnVCM1000000b205a0aRCRD;VALDERRIBAS;CALLE;V;30;;;;;MADRID;MADRID;28007;PACIFICO;RETIRO;442786;4473062;4.040.433.546.207.180;-36.755.452.423.143.400;"915 517 276";;merpaciadmon@hotmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12412;Mercado municipal de Prosperidad;El mercado de Prosperidad, inaugurado en el año 1954 y ubicado en el número 81 de la calle López de Hoyos, uno de los principales ejes comerciales del distrito de Chamartín, reabre sus puertas al público tras las obras de remodelación que lo han convertido en un mercado, accesible, adaptado a las nuevas demandas de los consumidores y atractivo para los vecinos .  En la planta baja del mercado se ubican un total de 31 locales comerciales, entre los que se encuentran los puestos tradicionales de mercado como son carnicería y derivados, frutería y verdulería, pescadería, aves, charcutería, a los que se suman puestos destinados a otras actividades como la de floristería, arreglos  de costura, panadería, etc.   Así mismo se ha dotado al mercado de una nueva zona de degustación como punto de encuentro de los vecinos.Por su parte, en la planta primera se ha instalado una mediana superficie de la cadena 'Ahorramás', como atractivo comercial.  El mercado continúa contando con diversas tiendas exteriores con acceso por la calle López de Hoyos y por la emblemática plaza de Prosperidad, principal punto de reunión los vecinos del barrio y nudo fundamental de comunicación mediante transporte público.';Invierno   De lunes a viernes de 9 a 14 y de 17 a 20:30 horas.  Sábados de 9 a 14:30 horas.   Verano:   De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas.  Sábados de 9 a 14:30 horas.;;Metro: Prosperidad (línea 4).  Bus: 1, 9, 29, 52, 73.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ffe872081661c010VgnVCM1000000b205a0aRCRD;LOPEZ DE HOYOS;CALLE;V;81;;;;;MADRID;MADRID;28002;CIUDAD JARDIN;CHAMARTIN;442942;4477505;404.443.619.472.988;-3.674.118.079.721.270;914 139 897;;mercadoprosperidad@gmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12434;Mercado municipal de Puente de Vallecas;"El primitivo mercado de Puente de Vallecas fue inaugurado en el año 1950. Muy cercano al eje comercial de Avenida de la Albufera y anexo al eje de la Avenida del Monte Igueldo, está localizado en el barrio de San Diego, en un edificio de una sola planta comercial, aunque en dos alturas, obligadas por la pendiente de la calle Martínez de la Riva. La imagen de este mercado, con reminiscencias clasicistas, se caracteriza por sus tres entradas almohadilladas de granito gris rematadas en un frontón y dos pequeñas esferas adornando el conjunto. Entre los años 2006 y 2007 se llevó a cabo una rehabilitación integral del mercado, que, unida a su reestructuración comercial, a la incorporación de un supermercado de Mercadona y a la habilitación de plazas de aparcamiento para los clientes en el sótano, ha proporcionado su imagen actual. Se trata de un mercado con una oferta comercial muy completa en productos de alimentación &ldquo;en fresco&rdquo; (varias carnicerías, pescaderías, fruterías, pollerías), variantes, charcuterías, quesos o herbolario, además del supermercado. También podemos encontrar otros establecimientos complementarios como bares, tintorería, cristalería, zapatero, lencería, parafarmacia, recreativos e inmobiliaria.";Invierno: de lunes a viernes de 9 a 14 y de 17 a 20:30 horas. Sábados de 9 a 14 horas.  Verano: de lunes a viernes de 9:15 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.  Supermercado Mercadona: de lunes a sábado de 9:15 a 21:15 horas.;;Metro: Puente Vallecas y Nueva Numancia (línea 1)  Bus: 10, 24, 54, 57, 58, 111, 113, 136, 148, 310, 410;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=461972081661c010VgnVCM1000000b205a0aRCRD;MARTINEZ DE LA RIVA;CALLE;V;4;;;;;MADRID;MADRID;28053;SAN DIEGO;PUENTE DE VALLECAS;443441;4472049;4.039.524.554.761.870;-3.667.748.162.837.300;913 681 936;;ccpuentevallecas@hotmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12428;Mercado municipal de Puerta Bonita;El actual mercado de Puerta Bonita está integrado en el edificio multiusos Palacio de Vista Alegre, en el emplazamiento de la antigua Plaza de Toros de Vista Alegre, consta de tres plantas comerciales y dispone de aparcamiento. Inaugurado en el año 2008, sustituye al antiguo mercado de Puerta Bonita, que estaba situado a unas manzanas de la actual ubicación. Su estética moderna y luminosa, la distribución de los espacios comerciales y de servicios, la disponibilidad de medios de transporte público y plazas de aparcamiento para transporte privado, y su oferta de productos de calidad y variada, generan uno de los conjuntos más atractivos a la hora de realizar nuestra compra habitual.;De lunes a sábados de 10 a 22 horas. Primer domingo de mes de diciembre de 10 a 15 horas.;;Metro: Oporto (lineas 5 y 6), Vista Alegre (línea 5).  Bus: 55, 119.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c3972081661c010VgnVCM1000000b205a0aRCRD;MATILDE HERNANDEZ;CALLE;V;100;;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437461;4471078;40.386.069.987.981.800;-37.381.115.427.324.500;914 629 811;;admon@ccpuertabonita.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12417;Mercado municipal de San Antón;En pleno barrio de Justicia, junto a la plaza de Chueca, a medio camino entre la Gran Vía, la calle Fuencarral y el paseo de Recoletos, este mercado de reciente construcción sustituye en el mismo emplazamiento a otro edificio de mediados de la década de los 40 del siglo pasado. El edificio está dividido en tres plantas principales y completa su oferta con un pequeño supermercado Supercor y dos sótanos de aparcamiento que permitirán hacer la compra de forma más cómoda y dinámica. La primera planta está dedicada a la venta de producto perecedero y está dividida en 12 puestos de mercado tradicional. La segunda permite la degustación en sus 11 puestos y además, actividad cultural, ya que disfruta de un gran espacio multifuncional. En la tercera planta se ubica el restaurante y la gran terraza del mercado, con vistas de altura al barrio de Chueca.;"Planta baja (supermercado): de lunes a sábado de 10 a 22 horas, pudiendo abrir los domingos autorizados por la autoridad competente.  Planta 1&ordf; (área de Mercado): de lunes a sábado de 10 a 22 horas.  Planta 2&ordf; (área de tapeo y comida rápida): de lunes a domingo de 10 a 24 horas.   Planta 3&ordf; (área de restauración): domingo a jueves de 10 a 24 h.                                                      viernes y sábado de 10 a 1:30 h. de la madrugada";Zona Wifi;Metro: Chueca (línea 5), Banco de España (línea 2), Gran Vía (línea 1 y 5).  Bus: 1, 2, 3, 40, 46, 74, 146, 149, 202.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e26972081661c010VgnVCM1000000b205a0aRCRD;AUGUSTO FIGUEROA;CALLE;V;24;;;;;MADRID;MADRID;28004;JUSTICIA;CENTRO;440934;4475043;40.422.042.629.795.200;-3.697.565.301.846.020;913 300 730;;info@mercadosananton.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12450;Mercado municipal de San Cristóbal;Ubicado junto al Paseo de la Castellana, al otro lado de las cuatro Torres y en las inmediaciones de la zona residencial de Mauricio Legendre, el mercado de San Cristóbal inaugurado en 1974, cuenta son diversos locales especializados en alimentación (carnicería, charcutería, pescadería, frutería y panadería), un bar-bodega, y una peluquería. En la actualidad cuenta con espacio comercial disponible para la implantación de diversas actividades;Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábado de 8 a 14:30 horas.  Verano (junio a septiembre, ambos inclusive): de lunes a viernes de 8:30 a 14 y de 17:30 a 20:30 horas. Sábado de 8:30 a 14 horas.;;Metro: Begoña (línea 10).  Bus: 66, 67, 124, 134, 135, 173, 174, 176, 178, 229, C.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=398972081661c010VgnVCM1000000b205a0aRCRD;CONDE DE TORRALBA;CALLE;V;11;;;;;MADRID;MADRID;28046;CASTILLA;CHAMARTIN;442053;4481294;4.047.843.331.496.170;-36.849.469.591.835.400;913 159 903;;mercadosancristobal@gmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12420;Mercado municipal de San Enrique;Muy próximo a la calle Bravo Murillo, principal eje comercial del distrito de Tetuán, encontramos el mercado de San Enrique, al que se puede acceder por las calles Lérida, San Enrique y Asunción Castell. Este mercado, inaugurado en 1965, presenta desde 2008 una nueva imagen exterior y unas instalaciones totalmente renovadas. Cuenta con una planta de mercado tradicional, en la que se ubican 40 establecimientos de las diferentes especialidades, con un marcado predominio de oferta alimentaria, un moderno supermercado de Mercadona, y tiendas exteriores. Dispone además de aparcamiento para clientes.;Invierno: de lunes a viernes de 9 a 20 horas. Sábados de 9 a 15 horas.  Verano: de lunes a viernes de 9 a 20:30 horas. Sábados de 9 a 15 horas.  Supermercado Mercadona: de lunes a sábado de 9:15 a 21:15 horas;;Metro: Estrecho (línea 1)  Bus: 3, 64, 66, 124, 126, 128;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8fa972081661c010VgnVCM1000000b205a0aRCRD;SAN ENRIQUE;CALLE;V;16;;;;;MADRID;MADRID;28020;CUATRO CAMINOS;TETUAN;440716;4478818;40.456.033.970.000.700;-37.004.877.796.909.500;915 720 467;;utemercado.sanenrique@yahoo.es;/contenido/entidadesYorganismos/Comercios/Mercados; 
12416;Mercado municipal de San Fernando (Embajadores);Situado en uno de los espacios urbanos más característicos de Madrid, a pocos pasos de las Antiguas Escuelas Pías, hoy sede la UNED, la Corrala de Sombrete y el Parque Casino de la Reina se encuentra, desde 1944, el Mercado de San Fernando, uno de los cinco mercados del distrito Centro de Madrid. En este mercado puedes llenar tu cesta diaria de alimentos con los que llevar una dieta sana y variada y disfrutar en sus puestos degustando su variada oferta gastronómica.;Lunes de 9 a 14:15 y de 17 a 20 horas.   Martes a viernes de 9 a 21 horas.   Sábado de 9 a 17 horas.  Domingo: de 11 a 17 horas, solo ocio y restauración.;;Metro: Embajadores (línea 3) , Lavapies (línea 3)  Bus: 27, 34 , 36, 41, 60, 78, 116, 119, 148 , C1, M1.  Renfe: Embajadores.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9466e1635561c010VgnVCM1000000b205a0aRCRD;EMBAJADORES;CALLE;V;41;;;;;MADRID;MADRID;28012;EMBAJADORES;CENTRO;440383;4473444;40.407.598.710.636.000;-37.039.098.865.773.900;915 272 512 ;;gerencia@mercadosanfernando.es;/contenido/entidadesYorganismos/Comercios/Mercados; 
12396;Mercado municipal de San Isidro;El mercado de San Isidro, recibe su nombre del patrón de Madrid por encontrarse vecino a la Pradera de San Isidro, castizo lugar destino de la popular romería que se organiza el día de la fiesta mayor de la capital. En 1952 se construyó el mercado próximo a la calle General Ricardos. En 2011 el mercado acometió una profunda remodelación integral de sus espacios y equipamientos, dando lugar a unas instalaciones más modernas y adecuadas a las nuevas demandas del barrio. En este mercado, operan 47 locales comerciales distribuidos en una sola planta comercial, a los que se añade una mediana superficie de alimentación, Supermercados Hiber. La oferta que presenta comprende todo tipo de productos frescos (carnes, frutas, hortalizas, pescados) congelados y otros servicios complementarios y especializados.;Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.  Verano: de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.  Supermercado Carrefour: de lunes a sábado de 9 a 22 horas. Festivos de 10 a 15 horas.;;Metro: Urgel (línea 5)  Bus: 34, 35, 118, 119;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d5d972081661c010VgnVCM1000000b205a0aRCRD;SAN PATRICIO;CALLE;V;1;;;;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;438557;4471701;40.391.763.962.998.700;-37.252.599.945.910.000;914 715 309;;mercado.sanisidro@gmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12410;Mercado municipal de San Pascual;"Este mercado, inaugurado en 1965, está situado en el barrio de San Pascual anexo al barrio de La Concepción, ambas áreas residenciales en el distrito de Ciudad Lineal. Durante el año 2014 este mercado ha sido remodelado de forma integral, incorporándose un establecimiento en formato supermercado en la planta primera (marca Ahorramás), complementando de este modo la oferta de los puestos tradicionales del mercado, situados en la planta baja. Se ha realizado la renovación de los sistemas del edificio y la instalación de ascensores de comunicación entre las plantas, se han señalizado accesos y puestos para facilitar las compras de personas con dificultades visuales. Los grandes profesionales de este mercado nos ofrecen una atención personalizada en sus puestos de alimentación &ldquo;en fresco&rdquo; entre los que destacan sus carnicerías, pescaderías, fruterías, pollerías o casquería, que se ven complementados con los más variados establecimientos: desde una tienda de arreglos de ropa, pasando por puestos de ultramarinos, puestos de frutos secos, bares y panaderías. Es muy interesante, además, la mezcla comercial que se da en las tiendas de tres de las cuatro fachadas del mercado (calles Esteban Mora, Virgen de África y Virgen del Val), ahorrándonos tiempo en las compras porque así lo tenemos todo a mano: bares, droguería, farmacia, joyerías y regalos, y moda de niños";Invierno   De lunes a viernes de 9 a 14 y de 17 a 20 horas   Sábados de 9 a 14 horas    Verano   De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas   Sábados de 9 a 14 horas;;Metro: Barrio de la Concepción (línea 7)  Bus: 21, 48, 146;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=412a72081661c010VgnVCM1000000b205a0aRCRD;VIRGEN DEL VAL;CALLE;V;9;;;;;MADRID;MADRID;28027;SAN PASCUAL;CIUDAD LINEAL;444671;4476814;4.043.826.322.016.390;-36.536.591.990.125.400;910 51 17 26;;mdo.sanpascual@gmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
